query_id	emonym	cryptoclass	construction_type	classifier_pattern	variant	window	co_terms	status
fil-amor-amarrar-cr	amor	Res Filiformes	verbal-subject-transitive	amarrar	CR	4	amor|amarrar	pending
fil-amor-amarrar-cu	amor	Res Filiformes	verbal-subject-transitive	amarrar	CU	4	amor|amarrar	pending
fil-amor-amarrar-do	amor	Res Filiformes	verbal-subject-transitive	amarrar	DO	4	amor|amarrar	pending
fil-amor-amarrar-ec	amor	Res Filiformes	verbal-subject-transitive	amarrar	EC	4	amor|amarrar	pending
fil-amor-amarrar-es	amor	Res Filiformes	verbal-subject-transitive	amarrar	ES	4	amor|amarrar	pending
fil-amor-amarrar-gt	amor	Res Filiformes	verbal-subject-transitive	amarrar	GT	4	amor|amarrar	pending
fil-amor-amarrar-hn	amor	Res Filiformes	verbal-subject-transitive	amarrar	HN	4	amor|amarrar	pending
fil-amor-amarrar-mx	amor	Res Filiformes	verbal-subject-transitive	amarrar	MX	4	amor|amarrar	pending
fil-amor-amarrar-ni	amor	Res Filiformes	verbal-subject-transitive	amarrar	NI	4	amor|amarrar	pending
fil-amor-amarrar-pa	amor	Res Filiformes	verbal-subject-transitive	amarrar	PA	4	amor|amarrar	pending
fil-amor-amarrar-pe	amor	Res Filiformes	verbal-subject-transitive	amarrar	PE	4	amor|amarrar	pending
fil-amor-amarrar-pr	amor	Res Filiformes	verbal-subject-transitive	amarrar	PR	4	amor|amarrar	pending
fil-amor-amarrar-py	amor	Res Filiformes	verbal-subject-transitive	amarrar	PY	4	amor|amarrar	pending
fil-amor-amarrar-sv	amor	Res Filiformes	verbal-subject-transitive	amarrar	SV	4	amor|amarrar	pending
fil-amor-amarrar-uy	amor	Res Filiformes	verbal-subject-transitive	amarrar	UY	4	amor|amarrar	pending
fil-amor-amarrar-ve	amor	Res Filiformes	verbal-subject-transitive	amarrar	VE	4	amor|amarrar	pending
fil-amor-amarrar-us	amor	Res Filiformes	verbal-subject-transitive	amarrar	US	4	amor|amarrar	pending
fil-amor-atar-ar	amor	Res Filiformes	verbal-subject-transitive	atar	AR	4	amor|atar	pending
fil-amor-atar-bo	amor	Res Filiformes	verbal-subject-transitive	atar	BO	4	amor|atar	pending
fil-amor-atar-cl	amor	Res Filiformes	verbal-subject-transitive	atar	CL	4	amor|atar	pending
fil-amor-atar-co	amor	Res Filiformes	verbal-subject-transitive	atar	CO	4	amor|atar	pending
fil-amor-atar-cr	amor	Res Filiformes	verbal-subject-transitive	atar	CR	4	amor|atar	pending
fil-amor-atar-cu	amor	Res Filiformes	verbal-subject-transitive	atar	CU	4	amor|atar	pending
fil-amor-atar-do	amor	Res Filiformes	verbal-subject-transitive	atar	DO	4	amor|atar	pending
fil-amor-atar-ec	amor	Res Filiformes	verbal-subject-transitive	atar	EC	4	amor|atar	pending
fil-amor-atar-es	amor	Res Filiformes	verbal-subject-transitive	atar	ES	4	amor|atar	pending
fil-amor-atar-gt	amor	Res Filiformes	verbal-subject-transitive	atar	GT	4	amor|atar	pending
fil-amor-atar-hn	amor	Res Filiformes	verbal-subject-transitive	atar	HN	4	amor|atar	pending
fil-amor-atar-mx	amor	Res Filiformes	verbal-subject-transitive	atar	MX	4	amor|atar	pending
fil-amor-atar-ni	amor	Res Filiformes	verbal-subject-transitive	atar	NI	4	amor|atar	pending
fil-amor-atar-pa	amor	Res Filiformes	verbal-subject-transitive	atar	PA	4	amor|atar	pending
fil-amor-atar-pe	amor	Res Filiformes	verbal-subject-transitive	atar	PE	4	amor|atar	pending
fil-amor-atar-pr	amor	Res Filiformes	verbal-subject-transitive	atar	PR	4	amor|atar	pending
fil-amor-atar-py	amor	Res Filiformes	verbal-subject-transitive	atar	PY	4	amor|atar	pending
fil-amor-atar-sv	amor	Res Filiformes	verbal-subject-transitive	atar	SV	4	amor|atar	pending
fil-amor-atar-uy	amor	Res Filiformes	verbal-subject-transitive	atar	UY	4	amor|atar	pending
fil-amor-atar-ve	amor	Res Filiformes	verbal-subject-transitive	atar	VE	4	amor|atar	pending
fil-amor-atar-us	amor	Res Filiformes	verbal-subject-transitive	atar	US	4	amor|atar	pending
fil-amor-desatar-ar	amor	Res Filiformes	verbal-subject-transitive	desatar	AR	4	amor|desatar	pending
fil-amor-desatar-bo	amor	Res Filiformes	verbal-subject-transitive	desatar	BO	4	amor|desatar	pending
fil-amor-desatar-cl	amor	Res Filiformes	verbal-subject-transitive	desatar	CL	4	amor|desatar	pending
fil-amor-desatar-co	amor	Res Filiformes	verbal-subject-transitive	desatar	CO	4	amor|desatar	pending
fil-amor-desatar-cr	amor	Res Filiformes	verbal-subject-transitive	desatar	CR	4	amor|desatar	pending
fil-amor-desatar-cu	amor	Res Filiformes	verbal-subject-transitive	desatar	CU	4	amor|desatar	pending
fil-amor-desatar-do	amor	Res Filiformes	verbal-subject-transitive	desatar	DO	4	amor|desatar	pending
fil-amor-desatar-ec	amor	Res Filiformes	verbal-subject-transitive	desatar	EC	4	amor|desatar	pending
fil-amor-desatar-es	amor	Res Filiformes	verbal-subject-transitive	desatar	ES	4	amor|desatar	pending
fil-amor-desatar-gt	amor	Res Filiformes	verbal-subject-transitive	desatar	GT	4	amor|desatar	pending
fil-amor-desatar-hn	amor	Res Filiformes	verbal-subject-transitive	desatar	HN	4	amor|desatar	pending
fil-amor-desatar-mx	amor	Res Filiformes	verbal-subject-transitive	desatar	MX	4	amor|desatar	pending
fil-amor-desatar-ni	amor	Res Filiformes	verbal-subject-transitive	desatar	NI	4	amor|desatar	pending
fil-amor-desatar-pa	amor	Res Filiformes	verbal-subject-transitive	desatar	PA	4	amor|desatar	pending
fil-amor-desatar-pe	amor	Res Filiformes	verbal-subject-transitive	desatar	PE	4	amor|desatar	pending
fil-amor-desatar-pr	amor	Res Filiformes	verbal-subject-transitive	desatar	PR	4	amor|desatar	pending
fil-amor-desatar-py	amor	Res Filiformes	verbal-subject-transitive	desatar	PY	4	amor|desatar	pending
fil-amor-desatar-sv	amor	Res Filiformes	verbal-subject-transitive	desatar	SV	4	amor|desatar	pending
fil-amor-desatar-uy	amor	Res Filiformes	verbal-subject-transitive	desatar	UY	4	amor|desatar	pending
fil-amor-desatar-ve	amor	Res Filiformes	verbal-subject-transitive	desatar	VE	4	amor|desatar	pending
fil-amor-desatar-us	amor	Res Filiformes	verbal-subject-transitive	desatar	US	4	amor|desatar	pending
fil-amor-enhebrar-ar	amor	Res Filiformes	verbal-subject-transitive	enhebrar	AR	4	amor|enhebrar	pending
fil-amor-enhebrar-bo	amor	Res Filiformes	verbal-subject-transitive	enhebrar	BO	4	amor|enhebrar	pending
fil-amor-enhebrar-cl	amor	Res Filiformes	verbal-subject-transitive	enhebrar	CL	4	amor|enhebrar	pending
fil-amor-enhebrar-co	amor	Res Filiformes	verbal-subject-transitive	enhebrar	CO	4	amor|enhebrar	pending
fil-amor-enhebrar-cr	amor	Res Filiformes	verbal-subject-transitive	enhebrar	CR	4	amor|enhebrar	pending
fil-amor-enhebrar-cu	amor	Res Filiformes	verbal-subject-transitive	enhebrar	CU	4	amor|enhebrar	pending
fil-amor-enhebrar-do	amor	Res Filiformes	verbal-subject-transitive	enhebrar	DO	4	amor|enhebrar	pending
fil-amor-enhebrar-ec	amor	Res Filiformes	verbal-subject-transitive	enhebrar	EC	4	amor|enhebrar	pending
fil-amor-enhebrar-es	amor	Res Filiformes	verbal-subject-transitive	enhebrar	ES	4	amor|enhebrar	pending
fil-amor-enhebrar-gt	amor	Res Filiformes	verbal-subject-transitive	enhebrar	GT	4	amor|enhebrar	pending
fil-amor-enhebrar-hn	amor	Res Filiformes	verbal-subject-transitive	enhebrar	HN	4	amor|enhebrar	pending
fil-amor-enhebrar-mx	amor	Res Filiformes	verbal-subject-transitive	enhebrar	MX	4	amor|enhebrar	pending
fil-amor-enhebrar-ni	amor	Res Filiformes	verbal-subject-transitive	enhebrar	NI	4	amor|enhebrar	pending
fil-amor-enhebrar-pa	amor	Res Filiformes	verbal-subject-transitive	enhebrar	PA	4	amor|enhebrar	pending
fil-amor-enhebrar-pe	amor	Res Filiformes	verbal-subject-transitive	enhebrar	PE	4	amor|enhebrar	pending
fil-amor-enhebrar-pr	amor	Res Filiformes	verbal-subject-transitive	enhebrar	PR	4	amor|enhebrar	pending
fil-amor-enhebrar-py	amor	Res Filiformes	verbal-subject-transitive	enhebrar	PY	4	amor|enhebrar	pending
fil-amor-enhebrar-sv	amor	Res Filiformes	verbal-subject-transitive	enhebrar	SV	4	amor|enhebrar	pending
fil-amor-enhebrar-uy	amor	Res Filiformes	verbal-subject-transitive	enhebrar	UY	4	amor|enhebrar	pending
fil-amor-enhebrar-ve	amor	Res Filiformes	verbal-subject-transitive	enhebrar	VE	4	amor|enhebrar	pending
fil-amor-enhebrar-us	amor	Res Filiformes	verbal-subject-transitive	enhebrar	US	4	amor|enhebrar	pending
fil-amor-atado-con-ar	amor	Res Filiformes	verbal-instrumental	atado con	AR	4	amor|atado con	pending
fil-amor-atado-con-bo	amor	Res Filiformes	verbal-instrumental	atado con	BO	4	amor|atado con	pending
fil-amor-atado-con-cl	amor	Res Filiformes	verbal-instrumental	atado con	CL	4	amor|atado con	pending
fil-amor-atado-con-co	amor	Res Filiformes	verbal-instrumental	atado con	CO	4	amor|atado con	pending
fil-amor-atado-con-cr	amor	Res Filiformes	verbal-instrumental	atado con	CR	4	amor|atado con	pending
fil-amor-atado-con-cu	amor	Res Filiformes	verbal-instrumental	atado con	CU	4	amor|atado con	pending
fil-amor-atado-con-do	amor	Res Filiformes	verbal-instrumental	atado con	DO	4	amor|atado con	pending
fil-amor-atado-con-ec	amor	Res Filiformes	verbal-instrumental	atado con	EC	4	amor|atado con	pending
fil-amor-atado-con-es	amor	Res Filiformes	verbal-instrumental	atado con	ES	4	amor|atado con	pending
fil-amor-atado-con-gt	amor	Res Filiformes	verbal-instrumental	atado con	GT	4	amor|atado con	pending
fil-amor-atado-con-hn	amor	Res Filiformes	verbal-instrumental	atado con	HN	4	amor|atado con	pending
fil-amor-atado-con-mx	amor	Res Filiformes	verbal-instrumental	atado con	MX	4	amor|atado con	pending
fil-amor-atado-con-ni	amor	Res Filiformes	verbal-instrumental	atado con	NI	4	amor|atado con	pending
fil-amor-atado-con-pa	amor	Res Filiformes	verbal-instrumental	atado con	PA	4	amor|atado con	pending
fil-amor-atado-con-pe	amor	Res Filiformes	verbal-instrumental	atado con	PE	4	amor|atado con	pending
fil-amor-atado-con-pr	amor	Res Filiformes	verbal-instrumental	atado con	PR	4	amor|atado con	pending
fil-amor-atado-con-py	amor	Res Filiformes	verbal-instrumental	atado con	PY	4	amor|atado con	pending
fil-amor-atado-con-sv	amor	Res Filiformes	verbal-instrumental	atado con	SV	4	amor|atado con	pending
fil-amor-atado-con-uy	amor	Res Filiformes	verbal-instrumental	atado con	UY	4	amor|atado con	pending
fil-amor-atado-con-ve	amor	Res Filiformes	verbal-instrumental	atado con	VE	4	amor|atado con	pending
fil-amor-atado-con-us	amor	Res Filiformes	verbal-instrumental	atado con	US	4	amor|atado con	pending
fil-amor-tejido-con-ar	amor	Res Filiformes	verbal-instrumental	tejido con	AR	4	amor|tejido con	pending
fil-amor-tejido-con-bo	amor	Res Filiformes	verbal-instrumental	tejido con	BO	4	amor|tejido con	pending
fil-amor-tejido-con-cl	amor	Res Filiformes	verbal-instrumental	tejido con	CL	4	amor|tejido con	pending
fil-amor-tejido-con-co	amor	Res Filiformes	verbal-instrumental	tejido con	CO	4	amor|tejido con	pending
fil-amor-tejido-con-cr	amor	Res Filiformes	verbal-instrumental	tejido con	CR	4	amor|tejido con	pending
fil-amor-tejido-con-cu	amor	Res Filiformes	verbal-instrumental	tejido con	CU	4	amor|tejido con	pending
fil-amor-tejido-con-do	amor	Res Filiformes	verbal-instrumental	tejido con	DO	4	amor|tejido con	pending
fil-amor-tejido-con-ec	amor	Res Filiformes	verbal-instrumental	tejido con	EC	4	amor|tejido con	pending
fil-amor-tejido-con-es	amor	Res Filiformes	verbal-instrumental	tejido con	ES	4	amor|tejido con	pending
fil-amor-tejido-con-gt	amor	Res Filiformes	verbal-instrumental	tejido con	GT	4	amor|tejido con	pending
fil-amor-tejido-con-hn	amor	Res Filiformes	verbal-instrumental	tejido con	HN	4	amor|tejido con	pending
fil-amor-tejido-con-mx	amor	Res Filiformes	verbal-instrumental	tejido con	MX	4	amor|tejido con	pending
fil-amor-tejido-con-ni	amor	Res Filiformes	verbal-instrumental	tejido con	NI	4	amor|tejido con	pending
fil-amor-tejido-con-pa	amor	Res Filiformes	verbal-instrumental	tejido con	PA	4	amor|tejido con	pending
fil-amor-tejido-con-pe	amor	Res Filiformes	verbal-instrumental	tejido con	PE	4	amor|tejido con	pending
fil-amor-tejido-con-pr	amor	Res Filiformes	verbal-instrumental	tejido con	PR	4	amor|tejido con	pending
fil-amor-tejido-con-py	amor	Res Filiformes	verbal-instrumental	tejido con	PY	4	amor|tejido con	pending
fil-amor-tejido-con-sv	amor	Res Filiformes	verbal-instrumental	tejido con	SV	4	amor|tejido con	pending
fil-amor-tejido-con-uy	amor	Res Filiformes	verbal-instrumental	tejido con	UY	4	amor|tejido con	pending
fil-amor-tejido-con-ve	amor	Res Filiformes	verbal-instrumental	tejido con	VE	4	amor|tejido con	pending
fil-amor-tejido-con-us	amor	Res Filiformes	verbal-instrumental	tejido con	US	4	amor|tejido con	pending
fil-amor-pender-de-ar	amor	Res Filiformes	verbal-instrumental	pender de	AR	4	amor|pender de	pending
fil-amor-pender-de-bo	amor	Res Filiformes	verbal-instrumental	pender de	BO	4	amor|pender de	pending
fil-amor-pender-de-cl	amor	Res Filiformes	verbal-instrumental	pender de	CL	4	amor|pender de	pending
fil-amor-pender-de-co	amor	Res Filiformes	verbal-instrumental	pender de	CO	4	amor|pender de	pending
fil-amor-pender-de-cr	amor	Res Filiformes	verbal-instrumental	pender de	CR	4	amor|pender de	pending
fil-amor-pender-de-cu	amor	Res Filiformes	verbal-instrumental	pender de	CU	4	amor|pender de	pending
fil-amor-pender-de-do	amor	Res Filiformes	verbal-instrumental	pender de	DO	4	amor|pender de	pending
fil-amor-pender-de-ec	amor	Res Filiformes	verbal-instrumental	pender de	EC	4	amor|pender de	pending
fil-amor-pender-de-es	amor	Res Filiformes	verbal-instrumental	pender de	ES	4	amor|pender de	pending
fil-amor-pender-de-gt	amor	Res Filiformes	verbal-instrumental	pender de	GT	4	amor|pender de	pending
fil-amor-pender-de-hn	amor	Res Filiformes	verbal-instrumental	pender de	HN	4	amor|pender de	pending
fil-amor-pender-de-mx	amor	Res Filiformes	verbal-instrumental	pender de	MX	4	amor|pender de	pending
fil-amor-pender-de-ni	amor	Res Filiformes	verbal-instrumental	pender de	NI	4	amor|pender de	pending
fil-amor-pender-de-pa	amor	Res Filiformes	verbal-instrumental	pender de	PA	4	amor|pender de	pending
fil-amor-pender-de-pe	amor	Res Filiformes	verbal-instrumental	pender de	PE	4	amor|pender de	pending
fil-amor-pender-de-pr	amor	Res Filiformes	verbal-instrumental	pender de	PR	4	amor|pender de	pending
fil-amor-pender-de-py	amor	Res Filiformes	verbal-instrumental	pender de	PY	4	amor|pender de	pending
fil-amor-pender-de-sv	amor	Res Filiformes	verbal-instrumental	pender de	SV	4	amor|pender de	pending
fil-amor-pender-de-uy	amor	Res Filiformes	verbal-instrumental	pender de	UY	4	amor|pender de	pending
fil-amor-pender-de-ve	amor	Res Filiformes	verbal-instrumental	pender de	VE	4	amor|pender de	pending
fil-amor-pender-de-us	amor	Res Filiformes	verbal-instrumental	pender de	US	4	amor|pender de	pending
fil-amor-tenso-ar	amor	Res Filiformes	attributive	tenso	AR	4	amor|tenso	pending
fil-amor-tenso-bo	amor	Res Filiformes	attributive	tenso	BO	4	amor|tenso	pending
fil-amor-tenso-cl	amor	Res Filiformes	attributive	tenso	CL	4	amor|tenso	pending
fil-amor-tenso-co	amor	Res Filiformes	attributive	tenso	CO	4	amor|tenso	pending
fil-amor-tenso-cr	amor	Res Filiformes	attributive	tenso	CR	4	amor|tenso	pending
fil-amor-tenso-cu	amor	Res Filiformes	attributive	tenso	CU	4	amor|tenso	pending
fil-amor-tenso-do	amor	Res Filiformes	attributive	tenso	DO	4	amor|tenso	pending
fil-amor-tenso-ec	amor	Res Filiformes	attributive	tenso	EC	4	amor|tenso	pending
fil-amor-tenso-es	amor	Res Filiformes	attributive	tenso	ES	4	amor|tenso	pending
fil-amor-tenso-gt	amor	Res Filiformes	attributive	tenso	GT	4	amor|tenso	pending
fil-amor-tenso-hn	amor	Res Filiformes	attributive	tenso	HN	4	amor|tenso	pending
fil-amor-tenso-mx	amor	Res Filiformes	attributive	tenso	MX	4	amor|tenso	pending
fil-amor-tenso-ni	amor	Res Filiformes	attributive	tenso	NI	4	amor|tenso	pending
fil-amor-tenso-pa	amor	Res Filiformes	attributive	tenso	PA	4	amor|tenso	pending
fil-amor-tenso-pe	amor	Res Filiformes	attributive	tenso	PE	4	amor|tenso	pending
fil-amor-tenso-pr	amor	Res Filiformes	attributive	tenso	PR	4	amor|tenso	pending
fil-amor-tenso-py	amor	Res Filiformes	attributive	tenso	PY	4	amor|tenso	pending
fil-amor-tenso-sv	amor	Res Filiformes	attributive	tenso	SV	4	amor|tenso	pending
fil-amor-tenso-uy	amor	Res Filiformes	attributive	tenso	UY	4	amor|tenso	pending
fil-amor-tenso-ve	amor	Res Filiformes	attributive	tenso	VE	4	amor|tenso	pending
fil-amor-tenso-us	amor	Res Filiformes	attributive	tenso	US	4	amor|tenso	pending
fil-amor-tejido-ar	amor	Res Filiformes	attributive	tejido	AR	4	amor|tejido	pending
fil-amor-tejido-bo	amor	Res Filiformes	attributive	tejido	BO	4	amor|tejido	pending
fil-amor-tejido-cl	amor	Res Filiformes	attributive	tejido	CL	4	amor|tejido	pending
fil-amor-tejido-co	amor	Res Filiformes	attributive	tejido	CO	4	amor|tejido	pending
fil-amor-tejido-cr	amor	Res Filiformes	attributive	tejido	CR	4	amor|tejido	pending
fil-amor-tejido-cu	amor	Res Filiformes	attributive	tejido	CU	4	amor|tejido	pending
fil-amor-tejido-do	amor	Res Filiformes	attributive	tejido	DO	4	amor|tejido	pending
fil-amor-tejido-ec	amor	Res Filiformes	attributive	tejido	EC	4	amor|tejido	pending
fil-amor-tejido-es	amor	Res Filiformes	attributive	tejido	ES	4	amor|tejido	pending
fil-amor-tejido-gt	amor	Res Filiformes	attributive	tejido	GT	4	amor|tejido	pending
fil-amor-tejido-hn	amor	Res Filiformes	attributive	tejido	HN	4	amor|tejido	pending
fil-amor-tejido-mx	amor	Res Filiformes	attributive	tejido	MX	4	amor|tejido	pending
fil-amor-tejido-ni	amor	Res Filiformes	attributive	tejido	NI	4	amor|tejido	pending
fil-amor-tejido-pa	amor	Res Filiformes	attributive	tejido	PA	4	amor|tejido	pending
fil-amor-tejido-pe	amor	Res Filiformes	attributive	tejido	PE	4	amor|tejido	pending
fil-amor-tejido-pr	amor	Res Filiformes	attributive	tejido	PR	4	amor|tejido	pending
fil-amor-tejido-py	amor	Res Filiformes	attributive	tejido	PY	4	amor|tejido	pending
fil-amor-tejido-sv	amor	Res Filiformes	attributive	tejido	SV	4	amor|tejido	pending
fil-amor-tejido-uy	amor	Res Filiformes	attributive	tejido	UY	4	amor|tejido	pending
fil-amor-tejido-ve	amor	Res Filiformes	attributive	tejido	VE	4	amor|tejido	pending
fil-amor-tejido-us	amor	Res Filiformes	attributive	tejido	US	4	amor|tejido	pending
fil-amor-atado-ar	amor	Res Filiformes	attributive	atado	AR	4	amor|atado	pending
fil-amor-atado-bo	amor	Res Filiformes	attributive	atado	BO	4	amor|atado	pending
fil-amor-atado-cl	amor	Res Filiformes	attributive	atado	CL	4	amor|atado	pending
fil-amor-atado-co	amor	Res Filiformes	attributive	atado	CO	4	amor|atado	pending
fil-amor-atado-cr	amor	Res Filiformes	attributive	atado	CR	4	amor|atado	pending
fil-amor-atado-cu	amor	Res Filiformes	attributive	atado	CU	4	amor|atado	pending
fil-amor-atado-do	amor	Res Filiformes	attributive	atado	DO	4	amor|atado	pending
fil-amor-atado-ec	amor	Res Filiformes	attributive	atado	EC	4	amor|atado	pending
fil-amor-atado-es	amor	Res Filiformes	attributive	atado	ES	4	amor|atado	pending
fil-amor-atado-gt	amor	Res Filiformes	attributive	atado	GT	4	amor|atado	pending
fil-amor-atado-hn	amor	Res Filiformes	attributive	atado	HN	4	amor|atado	pending
fil-amor-atado-mx	amor	Res Filiformes	attributive	atado	MX	4	amor|atado	pending
fil-amor-atado-ni	amor	Res Filiformes	attributive	atado	NI	4	amor|atado	pending
fil-amor-atado-pa	amor	Res Filiformes	attributive	atado	PA	4	amor|atado	pending
fil-amor-atado-pe	amor	Res Filiformes	attributive	atado	PE	4	amor|atado	pending
fil-amor-atado-pr	amor	Res Filiformes	attributive	atado	PR	4	amor|atado	pending
fil-amor-atado-py	amor	Res Filiformes	attributive	atado	PY	4	amor|atado	pending
fil-amor-atado-sv	amor	Res Filiformes	attributive	atado	SV	4	amor|atado	pending
fil-amor-atado-uy	amor	Res Filiformes	attributive	atado	UY	4	amor|atado	pending
fil-amor-atado-ve	amor	Res Filiformes	attributive	atado	VE	4	amor|atado	pending
fil-amor-atado-us	amor	Res Filiformes	attributive	atado	US	4	amor|atado	pending
fil-amor-entrelazado-ar	amor	Res Filiformes	attributive	entrelazado	AR	4	amor|entrelazado	pending
fil-amor-entrelazado-bo	amor	Res Filiformes	attributive	entrelazado	BO	4	amor|entrelazado	pending
fil-amor-entrelazado-cl	amor	Res Filiformes	attributive	entrelazado	CL	4	amor|entrelazado	pending
fil-amor-entrelazado-co	amor	Res Filiformes	attributive	entrelazado	CO	4	amor|entrelazado	pending
fil-amor-entrelazado-cr	amor	Res Filiformes	attributive	entrelazado	CR	4	amor|entrelazado	pending
fil-amor-entrelazado-cu	amor	Res Filiformes	attributive	entrelazado	CU	4	amor|entrelazado	pending
fil-amor-entrelazado-do	amor	Res Filiformes	attributive	entrelazado	DO	4	amor|entrelazado	pending
fil-amor-entrelazado-ec	amor	Res Filiformes	attributive	entrelazado	EC	4	amor|entrelazado	pending
fil-amor-entrelazado-es	amor	Res Filiformes	attributive	entrelazado	ES	4	amor|entrelazado	pending
fil-amor-entrelazado-gt	amor	Res Filiformes	attributive	entrelazado	GT	4	amor|entrelazado	pending
fil-amor-entrelazado-hn	amor	Res Filiformes	attributive	entrelazado	HN	4	amor|entrelazado	pending
fil-amor-entrelazado-mx	amor	Res Filiformes	attributive	entrelazado	MX	4	amor|entrelazado	pending
fil-amor-entrelazado-ni	amor	Res Filiformes	attributive	entrelazado	NI	4	amor|entrelazado	pending
fil-amor-entrelazado-pa	amor	Res Filiformes	attributive	entrelazado	PA	4	amor|entrelazado	pending
fil-amor-entrelazado-pe	amor	Res Filiformes	attributive	entrelazado	PE	4	amor|entrelazado	pending
fil-amor-entrelazado-pr	amor	Res Filiformes	attributive	entrelazado	PR	4	amor|entrelazado	pending
fil-amor-entrelazado-py	amor	Res Filiformes	attributive	entrelazado	PY	4	amor|entrelazado	pending
fil-amor-entrelazado-sv	amor	Res Filiformes	attributive	entrelazado	SV	4	amor|entrelazado	pending
fil-amor-entrelazado-uy	amor	Res Filiformes	attributive	entrelazado	UY	4	amor|entrelazado	pending
fil-amor-entrelazado-ve	amor	Res Filiformes	attributive	entrelazado	VE	4	amor|entrelazado	pending
fil-amor-entrelazado-us	amor	Res Filiformes	attributive	entrelazado	US	4	amor|entrelazado	pending
fil-amor-retorcido-ar	amor	Res Filiformes	attributive	retorcido	AR	4	amor|retorcido	pending
fil-amor-retorcido-bo	amor	Res Filiformes	attributive	retorcido	BO	4	amor|retorcido	pending
fil-amor-retorcido-cl	amor	Res Filiformes	attributive	retorcido	CL	4	amor|retorcido	pending
fil-amor-retorcido-co	amor	Res Filiformes	attributive	retorcido	CO	4	amor|retorcido	pending
fil-amor-retorcido-cr	amor	Res Filiformes	attributive	retorcido	CR	4	amor|retorcido	pending
fil-amor-retorcido-cu	amor	Res Filiformes	attributive	retorcido	CU	4	amor|retorcido	pending
fil-amor-retorcido-do	amor	Res Filiformes	attributive	retorcido	DO	4	amor|retorcido	pending
fil-amor-retorcido-ec	amor	Res Filiformes	attributive	retorcido	EC	4	amor|retorcido	pending
fil-amor-retorcido-es	amor	Res Filiformes	attributive	retorcido	ES	4	amor|retorcido	pending
fil-amor-retorcido-gt	amor	Res Filiformes	attributive	retorcido	GT	4	amor|retorcido	pending
fil-amor-retorcido-hn	amor	Res Filiformes	attributive	retorcido	HN	4	amor|retorcido	pending
fil-amor-retorcido-mx	amor	Res Filiformes	attributive	retorcido	MX	4	amor|retorcido	pending
fil-amor-retorcido-ni	amor	Res Filiformes	attributive	retorcido	NI	4	amor|retorcido	pending
fil-amor-retorcido-pa	amor	Res Filiformes	attributive	retorcido	PA	4	amor|retorcido	pending
fil-amor-retorcido-pe	amor	Res Filiformes	attributive	retorcido	PE	4	amor|retorcido	pending
fil-amor-retorcido-pr	amor	Res Filiformes	attributive	retorcido	PR	4	amor|retorcido	pending
fil-amor-retorcido-py	amor	Res Filiformes	attributive	retorcido	PY	4	amor|retorcido	pending
fil-amor-retorcido-sv	amor	Res Filiformes	attributive	retorcido	SV	4	amor|retorcido	pending
fil-amor-retorcido-uy	amor	Res Filiformes	attributive	retorcido	UY	4	amor|retorcido	pending
fil-amor-retorcido-ve	amor	Res Filiformes	attributive	retorcido	VE	4	amor|retorcido	pending
fil-amor-retorcido-us	amor	Res Filiformes	attributive	retorcido	US	4	amor|retorcido	pending
fil-amor-desatado-ar	amor	Res Filiformes	attributive	desatado	AR	4	amor|desatado	pending
fil-amor-desatado-bo	amor	Res Filiformes	attributive	desatado	BO	4	amor|desatado	pending
fil-amor-desatado-cl	amor	Res Filiformes	attributive	desatado	CL	4	amor|desatado	pending
fil-amor-desatado-co	amor	Res Filiformes	attributive	desatado	CO	4	amor|desatado	pending
fil-amor-desatado-cr	amor	Res Filiformes	attributive	desatado	CR	4	amor|desatado	pending
fil-amor-desatado-cu	amor	Res Filiformes	attributive	desatado	CU	4	amor|desatado	pending
fil-amor-desatado-do	amor	Res Filiformes	attributive	desatado	DO	4	amor|desatado	pending
fil-amor-desatado-ec	amor	Res Filiformes	attributive	desatado	EC	4	amor|desatado	pending
fil-amor-desatado-es	amor	Res Filiformes	attributive	desatado	ES	4	amor|desatado	pending
fil-amor-desatado-gt	amor	Res Filiformes	attributive	desatado	GT	4	amor|desatado	pending
fil-amor-desatado-hn	amor	Res Filiformes	attributive	desatado	HN	4	amor|desatado	pending
fil-amor-desatado-mx	amor	Res Filiformes	attributive	desatado	MX	4	amor|desatado	pending
fil-amor-desatado-ni	amor	Res Filiformes	attributive	desatado	NI	4	amor|desatado	pending
fil-amor-desatado-pa	amor	Res Filiformes	attributive	desatado	PA	4	amor|desatado	pending
fil-amor-desatado-pe	amor	Res Filiformes	attributive	desatado	PE	4	amor|desatado	pending
fil-amor-desatado-pr	amor	Res Filiformes	attributive	desatado	PR	4	amor|desatado	pending
fil-amor-desatado-py	amor	Res Filiformes	attributive	desatado	PY	4	amor|desatado	pending
fil-amor-desatado-sv	amor	Res Filiformes	attributive	desatado	SV	4	amor|desatado	pending
fil-amor-desatado-uy	amor	Res Filiformes	attributive	desatado	UY	4	amor|desatado	pending
fil-amor-desatado-ve	amor	Res Filiformes	attributive	desatado	VE	4	amor|desatado	pending
fil-amor-desatado-us	amor	Res Filiformes	attributive	desatado	US	4	amor|desatado	pending
fil-amor-hilo-de-ar	amor	Res Filiformes	substantive	hilo de	AR	4	amor|hilo de	pending
fil-amor-hilo-de-bo	amor	Res Filiformes	substantive	hilo de	BO	4	amor|hilo de	pending
fil-amor-hilo-de-cl	amor	Res Filiformes	substantive	hilo de	CL	4	amor|hilo de	pending
